id,api_path,raw_target,pre_audit_label,campaign_status,proof_object,body_fidelity,proof_admissibility,strict_verdict,proof_bundle,contains_unrelated_target,trust_level,resolved_source_path,resolved_source_lines,reason
std_specs__btree.rs__L894__BTreeSet__Key__A__remove__Q,alloc::collections::BTreeSet::remove,"BTreeSet::<
    Key,
    A,
>::remove::<Q>",unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,"Verus rejects `m.map` with E0616, and vstd exposes no non-circular public operation or representation bridge to prove the required set mutation."
std_specs__btree.rs__L905__BTreeSet__Key__A__clear,alloc::collections::BTreeSet::clear,"BTreeSet::<Key, A>::clear",unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,"A downstream standalone Verus function cannot access `self.map`; calling `BTreeSet::clear` would circularly invoke the target contract, and any bridge axiom would restate it."
std_specs__btree.rs__L935__BTreeSet__Key__A__iter,alloc::collections::BTreeSet::iter,"BTreeSet::<Key, A>::iter",unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,`BTreeSet::map` and `btree_set::Iter::iter` are private. No public non-circular API exposes the backing BTreeMap or constructs this iterator; a bridge axiom would restate the target contract.
std_specs__capacity.rs__L37__Vec__T__A__capacity,alloc::vec::Vec::capacity,"Vec::<T, A>::capacity",unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,Downstream code cannot copy this body. The only public equivalent is the forbidden target call; any representation bridge would restate its contract.
std_specs__capacity.rs__L42__Vec__T__A__reserve_exact,alloc::vec::Vec::reserve_exact,"Vec::<T, A>::reserve_exact",unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,Private backing-storage calls are replaced with public reserve/shrink APIs or backing-Vec adapters.
std_specs__capacity.rs__L51__Vec__T__A__try_reserve_exact,alloc::vec::Vec::try_reserve_exact,"Vec::<T, A>::try_reserve_exact",unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,"Any accessible replacement would either call the forbidden target or require an axiom asserting the target's preservation, success, and capacity guarantees."
std_specs__capacity.rs__L60__Vec__T__A__shrink_to_fit,alloc::vec::Vec::shrink_to_fit,"Vec::<T, A>::shrink_to_fit",unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,C,,,Private backing-storage calls are replaced with public reserve/shrink APIs or backing-Vec adapters.
std_specs__capacity.rs__L67__Vec__T__A__shrink_to,alloc::vec::Vec::shrink_to,"Vec::<T, A>::shrink_to",unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,Public shrink_to_fit is not source-equivalent when min_capacity exceeds len; any sufficient representation axiom would restate the target contract.
std_specs__capacity.rs__L77__String__capacity,alloc::string::String::capacity,String::capacity,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,No vstd representation bridge relates String capacity to its inner Vec; adding one would restate the target contract as an axiom.
std_specs__capacity.rs__L82__String__with_capacity,alloc::string::String::with_capacity,String::with_capacity,unverified,preproved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,capacity_composed.rs,True,B,,,"Source constructs String { vec: Vec::with_capacity(capacity) }; surrogate uses String::new() followed by reserve_exact(capacity), an alternate public-method algorithm."
std_specs__capacity.rs__L88__String__reserve,alloc::string::String::reserve,String::reserve,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,"No vstd bridge exposes String's inner Vec, and Vec::reserve lacks the required capacity postcondition. Any sufficient axiom would effectively restate the target contract."
std_specs__capacity.rs__L94__String__reserve_exact,alloc::string::String::reserve_exact,String::reserve_exact,unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,Private backing-storage calls are replaced with public reserve/shrink APIs or backing-Vec adapters.
std_specs__capacity.rs__L100__String__try_reserve,alloc::string::String::try_reserve,String::try_reserve,unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,Proving the postcondition would require both a private String-to-Vec representation bridge and a stronger Vec::try_reserve semantic axiom; the latter is not a representation fact and would effectively supply the missing contract.
std_specs__capacity.rs__L107__String__try_reserve_exact,alloc::string::String::try_reserve_exact,String::try_reserve_exact,verified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,C,,,Private backing-storage calls are replaced with public reserve/shrink APIs or backing-Vec adapters.
std_specs__capacity.rs__L114__String__shrink_to_fit,alloc::string::String::shrink_to_fit,String::shrink_to_fit,unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,Private backing-storage calls are replaced with public reserve/shrink APIs or backing-Vec adapters.
std_specs__capacity.rs__L121__String__shrink_to,alloc::string::String::shrink_to,String::shrink_to,verified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,C,,,Private backing-storage calls are replaced with public reserve/shrink APIs or backing-Vec adapters.
std_specs__capacity.rs__L128__VecDeque__T__A__capacity,alloc::collections::VecDeque::capacity,"VecDeque::<T, A>::capacity",unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,Downstream Verus cannot copy this body. The only public equivalent is the forbidden target call; any representation bridge would restate the target contract.
std_specs__capacity.rs__L135__VecDeque__T__A__try_reserve,alloc::collections::VecDeque::try_reserve,"VecDeque::<T, A>::try_reserve",unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,"The source accesses private fields `len` and `buf`, private `handle_capacity_increase`, and private `TryReserveErrorKind`. Available public vstd contracts do not connect reserve operations to VecDeque capacity; any sufficient axiom would restate the target contract."
std_specs__capacity.rs__L144__VecDeque__T__A__shrink_to_fit,alloc::collections::VecDeque::shrink_to_fit,"VecDeque::<T, A>::shrink_to_fit",verified,proved,local_surrogate,exact_body,ordinary_acyclic,strict_faithful_admissible,,False,B,,,"Executable operations/control flow match the Rust source; differences are receiver/local renaming, qualification, or Verus-only annotations and ghost code."
std_specs__capacity.rs__L151__VecDeque__T__A__shrink_to,alloc::collections::VecDeque::shrink_to,"VecDeque::<T, A>::shrink_to",unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,Any bridge sufficient to prove view preservation and capacity bounds would effectively restate the target contract as an axiom.
std_specs__capacity.rs__L161__BinaryHeap__T__A__capacity,alloc::collections::BinaryHeap::capacity,"BinaryHeap::<T, A>::capacity",unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,Downstream Verus cannot access data. Any bridge to Vec::capacity would restate the target contract as an axiom.
std_specs__capacity.rs__L168__BinaryHeap__T__with_capacity,alloc::collections::BinaryHeap::with_capacity,BinaryHeap::<T>::with_capacity,unverified,preproved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,capacity_composed.rs,True,B,,,Source constructs BinaryHeap { data: Vec::with_capacity(capacity) }; surrogate uses BinaryHeap::new() followed by reserve_exact(capacity).
std_specs__capacity.rs__L175__BinaryHeap__T__A__reserve,alloc::collections::BinaryHeap::reserve,"BinaryHeap::<T, A>::reserve",unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,Private backing-storage calls are replaced with public reserve/shrink APIs or backing-Vec adapters.
std_specs__capacity.rs__L184__BinaryHeap__T__A__reserve_exact,alloc::collections::BinaryHeap::reserve_exact,"BinaryHeap::<T, A>::reserve_exact",unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,Private backing-storage calls are replaced with public reserve/shrink APIs or backing-Vec adapters.
std_specs__capacity.rs__L193__BinaryHeap__T__A__try_reserve,alloc::collections::BinaryHeap::try_reserve,"BinaryHeap::<T, A>::try_reserve",unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,Any axiom connecting the private `data` Vec to BinaryHeap's view and `spec_capacity` would effectively restate the target contract.
std_specs__capacity.rs__L202__BinaryHeap__T__A__try_reserve_exact,alloc::collections::BinaryHeap::try_reserve_exact,"BinaryHeap::<T, A>::try_reserve_exact",unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,Any bridge relating the private `data` Vec to BinaryHeap's view and capacity would effectively restate the target contract as an axiom.
std_specs__capacity.rs__L211__BinaryHeap__T__A__shrink_to_fit,alloc::collections::BinaryHeap::shrink_to_fit,"BinaryHeap::<T, A>::shrink_to_fit",unverified,proved,local_surrogate,alternate_implementation,not_admissible_under_strict_policy,known_mismatch_or_inadmissible,,False,B,,,Private backing-storage calls are replaced with public reserve/shrink APIs or backing-Vec adapters.
std_specs__capacity.rs__L220__BinaryHeap__T__A__shrink_to,alloc::collections::BinaryHeap::shrink_to,"BinaryHeap::<T, A>::shrink_to",unverified,blocked,no_passing_artifact,,,no_passing_artifact,,False,,,,No source-faithful public desugaring handles len < min_capacity < capacity; any sufficient representation axiom would effectively restate the target contract.
std_specs__clone.rs__L26__bool__as__Clone__clone,core::clone::Clone::clone,<bool as Clone>::clone,verified,proved,local_surrogate,mechanical_desugaring,ordinary_acyclic,strict_faithful_admissible,,False,A,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/clone.rs,708-733,impl_clone! is invoked for this primitive and mechanically expands Clone::clone to `*self`. The source_* body is exactly that expansion after receiver renaming and uses no axiom or peer target.
std_specs__clone.rs__L31__char__as__Clone__clone,core::clone::Clone::clone,<char as Clone>::clone,verified,proved,local_surrogate,mechanical_desugaring,ordinary_acyclic,strict_faithful_admissible,,False,A,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/clone.rs,708-733,impl_clone! is invoked for this primitive and mechanically expands Clone::clone to `*self`. The source_* body is exactly that expansion after receiver renaming and uses no axiom or peer target.
std_specs__clone.rs__L37__b__T__as__Clone__clone,core::clone::Clone::clone,<&'b T as Clone>::clone,verified,proved,local_surrogate,mechanical_desugaring,ordinary_acyclic,strict_faithful_admissible,,False,A,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/clone.rs,780-785,"The shared-reference Clone body is `*self`. Returning the double-reference argument directly relies only on Rust deref coercion to the declared `&T` return type, a mechanical syntax coercion; the proof is axiom-free and acyclic."
std_specs__clone.rs__L44__T__N__as__Clone__clone,core::clone::Clone::clone,<[T; N] as Clone>::clone,unverified,proved,local_surrogate,alternate_implementation,ordinary_acyclic,known_mismatch_or_inadmissible,,False,B,/home/chentianyu/nanvix-rust-std-spec-survey/rust/library/core/src/array/mod.rs,447-488,"Array Clone calls SpecArrayClone::clone; the default specialization advances a raw pointer inside from_fn, while TrivialClone specializes to ptr::read. The proof always uses index-based array::from_fn and omits specialization, so it is an equivalent alternate implementation rather than the actual body. Its external from_fn contract is an ordinary acyclic dependency, not an axiom for array Clone itself."
std_specs__clone.rs__L61__Tracked__T__as__Clone__clone,core::clone::Clone::clone,<Tracked<T> as Clone>::clone,verified,proved,local_surrogate,source_unavailable,wrong_or_missing_target,known_mismatch_or_inadmissible,,False,A,,,"Exhaustive identifier/impl searches under rust/library found no Tracked type or Clone impl; Rust 1.96 core has no such target. The only matching implementation is Verus-specific builtin code outside the mandated Rust tree, so no Rust 1.96 source body can be resolved and the proof targets a non-std/missing Rust API."
std_specs__clone.rs__L68__Ghost__T__as__Clone__clone,core::clone::Clone::clone,<Ghost<T> as Clone>::clone,verified,proved,local_surrogate,source_unavailable,wrong_or_missing_target,known_mismatch_or_inadmissible,,False,A,,,"Exhaustive identifier/impl searches under rust/library found no Ghost type or Clone impl; Rust 1.96 core has no such target. The only matching implementation is Verus-specific builtin code outside the mandated Rust tree, so no Rust 1.96 source body can be resolved and the proof targets a non-std/missing Rust API."
