target,no_feedback_status,with_feedback_status,no_feedback_complete,with_feedback_complete,no_feedback_proof_status,with_feedback_proof_status,no_feedback_no_spec_reason,with_feedback_no_spec_reason,initial_classification
alloc::collections::btree_map::VacantEntry::key,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
alloc::ffi::CString::as_bytes,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
alloc::ffi::CString::as_bytes_with_nul,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
alloc::ffi::CString::as_c_str,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
alloc::ffi::CString::from_raw,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,unsafe_or_representation_sensitive,unsafe_or_representation_sensitive,unsafe_or_representation_sensitive
alloc::ffi::CString::from_vec_unchecked,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,unsafe_or_representation_sensitive,unsafe_or_representation_sensitive,unsafe_or_representation_sensitive
alloc::ffi::CString::from_vec_with_nul,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
alloc::ffi::CString::from_vec_with_nul_unchecked,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,unsafe_or_representation_sensitive,unsafe_or_representation_sensitive,unsafe_or_representation_sensitive
alloc::ffi::CString::into_boxed_c_str,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
alloc::ffi::CString::into_bytes,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
alloc::ffi::CString::into_bytes_with_nul,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
alloc::ffi::CString::into_raw,typecheck_or_checker_failure,skip_no_spec,False,False,no_valid_spec,no_valid_spec,unsafe_or_representation_sensitive,unsafe_or_representation_sensitive,unsafe_or_representation_sensitive
alloc::ffi::CString::into_string,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
alloc::ffi::CString::new,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
alloc::ffi::FromVecWithNulError::as_bytes,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
alloc::ffi::FromVecWithNulError::into_bytes,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
alloc::ffi::IntoStringError::into_cstring,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
alloc::ffi::IntoStringError::utf8_error,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
alloc::ffi::NulError::into_vec,typecheck_or_checker_failure,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
alloc::ffi::NulError::nul_position,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
alloc::fmt::format,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,formatting_effect,formatting_effect,formatting_effect
alloc::rc::Rc::as_ptr,trivial_equality,skip_no_spec,False,False,not_proved,no_valid_spec,,unsafe_or_representation_sensitive,unsafe_or_representation_sensitive
alloc::rc::Rc::assume_init,complete,complete,True,True,not_proved,not_proved,,,unsafe_or_representation_sensitive
alloc::rc::Rc::decrement_strong_count,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,unsafe_or_representation_sensitive,unsafe_or_representation_sensitive,unsafe_or_representation_sensitive
alloc::rc::Rc::downcast,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,ownership_or_uninitialized_model,ownership_or_uninitialized_model,ownership_or_uninitialized_model
alloc::rc::Rc::downgrade,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,ownership_or_uninitialized_model,ownership_or_uninitialized_model,ownership_or_uninitialized_model
alloc::rc::Rc::from_raw,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,unsafe_or_representation_sensitive,unsafe_or_representation_sensitive,unsafe_or_representation_sensitive
alloc::rc::Rc::get_mut,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,determinism_checker_unsupported,determinism_checker_unsupported,determinism_checker_unsupported
alloc::rc::Rc::increment_strong_count,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,unsafe_or_representation_sensitive,unsafe_or_representation_sensitive,unsafe_or_representation_sensitive
alloc::rc::Rc::into_raw,trivial_equality,skip_no_spec,False,False,strict_faithful_admissible,no_valid_spec,,unsafe_or_representation_sensitive,unsafe_or_representation_sensitive
alloc::rc::Rc::make_mut,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,determinism_checker_unsupported,determinism_checker_unsupported,determinism_checker_unsupported
alloc::rc::Rc::new_cyclic,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,ownership_or_uninitialized_model,ownership_or_uninitialized_model,ownership_or_uninitialized_model
alloc::rc::Rc::new_uninit,unknown,unknown,False,False,not_proved,not_proved,,,ownership_or_uninitialized_model
alloc::rc::Rc::new_uninit_slice,unknown,unknown,False,False,not_proved,not_proved,,,ownership_or_uninitialized_model
alloc::rc::Rc::new_zeroed,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,ownership_or_uninitialized_model,ownership_or_uninitialized_model,ownership_or_uninitialized_model
alloc::rc::Rc::new_zeroed_slice,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,ownership_or_uninitialized_model,ownership_or_uninitialized_model,ownership_or_uninitialized_model
alloc::rc::Rc::pin,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,ownership_or_uninitialized_model,ownership_or_uninitialized_model,ownership_or_uninitialized_model
alloc::rc::Rc::ptr_eq,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,ownership_or_uninitialized_model,ownership_or_uninitialized_model,ownership_or_uninitialized_model
alloc::rc::Rc::strong_count,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,ownership_or_uninitialized_model,ownership_or_uninitialized_model,ownership_or_uninitialized_model
alloc::rc::Rc::unwrap_or_clone,unknown,skip_no_spec,False,False,strict_faithful_admissible,no_valid_spec,,ownership_or_uninitialized_model,ownership_or_uninitialized_model
alloc::rc::Rc::weak_count,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,ownership_or_uninitialized_model,ownership_or_uninitialized_model,ownership_or_uninitialized_model
alloc::rc::Weak::as_ptr,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,unsafe_or_representation_sensitive,unsafe_or_representation_sensitive,unsafe_or_representation_sensitive
alloc::rc::Weak::from_raw,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,unsafe_or_representation_sensitive,unsafe_or_representation_sensitive,unsafe_or_representation_sensitive
alloc::rc::Weak::into_raw,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,unsafe_or_representation_sensitive,unsafe_or_representation_sensitive,unsafe_or_representation_sensitive
alloc::rc::Weak::new,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
alloc::rc::Weak::ptr_eq,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
alloc::rc::Weak::strong_count,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
alloc::rc::Weak::upgrade,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
alloc::rc::Weak::weak_count,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
alloc::str::from_boxed_utf8_unchecked,unknown,unknown,False,False,not_proved,not_proved,,,unsafe_or_representation_sensitive
alloc::string::Drain::as_str,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
alloc::string::FromUtf8Error::as_bytes,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
alloc::string::FromUtf8Error::into_bytes,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
alloc::string::FromUtf8Error::utf8_error,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,needs_new_vstd_abstraction,needs_new_vstd_abstraction,needs_new_vstd_abstraction
alloc::string::String::as_bytes,complete,complete,True,True,not_proved,not_proved,,,suitable_now
alloc::string::String::as_mut_str,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,determinism_checker_unsupported,determinism_checker_unsupported,determinism_checker_unsupported
alloc::string::String::as_mut_vec,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,determinism_checker_unsupported,determinism_checker_unsupported,determinism_checker_unsupported
alloc::string::String::capacity,unknown,skip_no_spec,False,False,not_proved,no_valid_spec,,representation_or_allocator,representation_or_allocator
alloc::string::String::clear,complete,complete,True,True,not_proved,not_proved,,,suitable_now
alloc::string::String::drain,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,iterator_or_adapter_result,iterator_or_adapter_result,iterator_or_adapter_result
alloc::string::String::extend_from_within,complete,complete,True,True,not_proved,not_proved,,,suitable_now
alloc::string::String::from_raw_parts,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,unsafe_or_representation_sensitive,unsafe_or_representation_sensitive,unsafe_or_representation_sensitive
alloc::string::String::from_utf16,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,complex_result_or_pattern_model,complex_result_or_pattern_model,complex_result_or_pattern_model
alloc::string::String::from_utf16_lossy,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,complex_result_or_pattern_model,complex_result_or_pattern_model,complex_result_or_pattern_model
alloc::string::String::from_utf16be,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,complex_result_or_pattern_model,complex_result_or_pattern_model,complex_result_or_pattern_model
alloc::string::String::from_utf16be_lossy,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,complex_result_or_pattern_model,complex_result_or_pattern_model,complex_result_or_pattern_model
alloc::string::String::from_utf16le,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,complex_result_or_pattern_model,complex_result_or_pattern_model,complex_result_or_pattern_model
alloc::string::String::from_utf16le_lossy,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,complex_result_or_pattern_model,complex_result_or_pattern_model,complex_result_or_pattern_model
alloc::string::String::from_utf8,typecheck_or_checker_failure,skip_no_spec,False,False,no_valid_spec,no_valid_spec,complex_result_or_pattern_model,complex_result_or_pattern_model,complex_result_or_pattern_model
alloc::string::String::from_utf8_lossy,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,complex_result_or_pattern_model,complex_result_or_pattern_model,complex_result_or_pattern_model
alloc::string::String::from_utf8_unchecked,unknown,complete,False,True,not_proved,not_proved,,,unsafe_or_representation_sensitive
alloc::string::String::insert,complete,complete,True,True,not_proved,not_proved,,,suitable_now
alloc::string::String::insert_str,unknown,complete,False,True,not_proved,not_proved,,,suitable_now
alloc::string::String::into_boxed_str,unknown,unknown,False,False,not_proved,not_proved,,,complex_result_or_pattern_model
alloc::string::String::into_bytes,complete,complete,True,True,not_proved,not_proved,,,suitable_now
alloc::string::String::into_raw_parts,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,unsafe_or_representation_sensitive,unsafe_or_representation_sensitive,unsafe_or_representation_sensitive
alloc::string::String::is_empty,complete,complete,True,True,strict_faithful_admissible,strict_faithful_admissible,,,suitable_now
alloc::string::String::leak,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,determinism_checker_unsupported,determinism_checker_unsupported,determinism_checker_unsupported
alloc::string::String::len,complete,complete,True,True,not_proved,not_proved,,,suitable_now
alloc::string::String::pop,unknown,complete,False,True,not_proved,not_proved,,,suitable_now
alloc::string::String::push,complete,complete,True,True,not_proved,not_proved,,,suitable_now
alloc::string::String::push_str,complete,complete,True,True,not_proved,not_proved,,,suitable_now
alloc::string::String::remove,typecheck_or_checker_failure,complete,False,True,no_valid_spec,not_proved,needs_new_vstd_abstraction,,suitable_now
alloc::string::String::replace_range,skip_no_spec,complete,False,True,no_valid_spec,not_proved,determinism_checker_unsupported,,suitable_now
alloc::string::String::reserve,complete,skip_no_spec,True,False,not_proved,no_valid_spec,,,representation_or_allocator
alloc::string::String::reserve_exact,complete,skip_no_spec,True,False,not_proved,no_valid_spec,,,representation_or_allocator
alloc::string::String::retain,skip_no_spec,skip_no_spec,False,False,no_valid_spec,no_valid_spec,iterator_or_adapter_result,iterator_or_adapter_result,iterator_or_adapter_result
alloc::string::String::shrink_to,complete,skip_no_spec,True,False,not_proved,no_valid_spec,,,representation_or_allocator
alloc::string::String::shrink_to_fit,complete,skip_no_spec,True,False,not_proved,no_valid_spec,,,representation_or_allocator
alloc::string::String::split_off,unknown,complete,False,True,not_proved,not_proved,,,suitable_now
alloc::string::String::truncate,typecheck_or_checker_failure,complete,False,True,no_valid_spec,not_proved,needs_new_vstd_abstraction,,suitable_now
alloc::string::String::try_reserve,unknown,skip_no_spec,False,False,not_proved,no_valid_spec,,representation_or_allocator,representation_or_allocator
alloc::string::String::try_reserve_exact,unknown,skip_no_spec,False,False,not_proved,no_valid_spec,,representation_or_allocator,representation_or_allocator
