target,category,final_decision,rationale_taxonomy,taxonomy_source_fields,taxonomy_source_backed,adequacy_verdict,adequacy_notes,unjustified_skip,issues_combined,combined_issue_taxonomy_tags,rationale,requires,requires_source_fidelity_classification
alloc::collections::BinaryHeap::append,data_structure,skip,duplicate_existing_vstd_spec,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,issue tags or rationale identify an existing vstd assume_specification,false,duplicate_vstd_assume_specification,duplicate_vstd_assume_specification;duplicate_existing_vstd_spec,An identical trusted specification already exists in `vstd::std_specs::collections_extra`; adding another declaration is redundant and causes a duplicate-specification typechecking error.,,not_applicable
alloc::collections::BinaryHeap::as_slice,data_structure,skip,duplicate_existing_vstd_spec,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,issue tags or rationale identify an existing vstd assume_specification,false,duplicate_vstd_assume_specification,duplicate_vstd_assume_specification;duplicate_existing_vstd_spec,vstd already declares an assume_specification for BinaryHeap::as_slice. Adding another trusted contract is rejected as a duplicate and would be redundant.,,not_applicable
alloc::collections::BinaryHeap::capacity,data_structure,skip,duplicate_existing_vstd_spec,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,issue tags or rationale identify an existing vstd assume_specification,false,classification:representation_or_allocator;duplicate_vstd_assume_specification,classification:representation_or_allocator;duplicate_vstd_assume_specification;duplicate_existing_vstd_spec,"BinaryHeap::capacity already has an assume_specification in vstd::std_specs::capacity. Adding another contract is rejected as a duplicate, so the existing CapacitySpec-based specification should be used directly.",,not_applicable
alloc::collections::BinaryHeap::clear,data_structure,skip,duplicate_existing_vstd_spec,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,issue tags or rationale identify an existing vstd assume_specification,false,duplicate_vstd_assume_specification,duplicate_vstd_assume_specification;duplicate_existing_vstd_spec,"BinaryHeap::clear already has an assume_specification in vstd::std_specs::collections_extra. Adding another trusted contract is rejected as a duplicate, so this target should be skipped.",,not_applicable
alloc::collections::BinaryHeap::drain,data_structure,skip,iterator_or_adapter_result_gap,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,iterator or adapter state/result behavior is not captured by the available public model,false,classification:iterator_or_adapter_result;determinism_unsupported_contract_form,classification:iterator_or_adapter_result;determinism_unsupported_contract_form;iterator_or_adapter_result_gap,"The return type `alloc::collections::binary_heap::Drain` is unsupported by Verus and has no existing vstd model. Adding an external type specification solely to admit this signature would not provide observable semantics for the iterator's yielded elements. The heap-empty effect alone is insufficient for this iterator-producing API, so no useful ordinary contract can be expressed in the existing vocabulary.",,not_applicable
alloc::collections::BinaryHeap::into_sorted_vec,data_structure,skip,duplicate_existing_vstd_spec,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,issue tags or rationale identify an existing vstd assume_specification,false,duplicate_vstd_assume_specification,duplicate_vstd_assume_specification;duplicate_existing_vstd_spec,"Skip because vstd already declares an assume_specification for BinaryHeap::<T, A>::into_sorted_vec. Adding another trusted contract is rejected as a duplicate and would be redundant.",,not_applicable
alloc::collections::BinaryHeap::into_vec,data_structure,skip,duplicate_existing_vstd_spec,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,issue tags or rationale identify an existing vstd assume_specification,false,duplicate_vstd_assume_specification,duplicate_vstd_assume_specification;duplicate_existing_vstd_spec,Existing vstd already provides an assume_specification for BinaryHeap::into_vec. Adding another contract is redundant and causes a duplicate specification error.,,not_applicable
alloc::collections::BinaryHeap::is_empty,data_structure,skip,duplicate_existing_vstd_spec,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,issue tags or rationale identify an existing vstd assume_specification,false,duplicate_vstd_assume_specification,duplicate_vstd_assume_specification;duplicate_existing_vstd_spec,Existing vstd already provides the same source-justified specification for BinaryHeap::is_empty in std_specs/collections_extra.rs; adding another assume_specification is rejected as a duplicate.,,not_applicable
alloc::collections::BinaryHeap::iter,data_structure,skip,iterator_or_adapter_result_gap,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,iterator or adapter state/result behavior is not captured by the available public model,false,classification:iterator_or_adapter_result;determinism_unsupported_contract_form,classification:iterator_or_adapter_result;determinism_unsupported_contract_form;iterator_or_adapter_result_gap,"BinaryHeap::Iter has no View or other existing vstd model exposing its remaining elements. Consequently, completeness or multiset preservation cannot be expressed in a typechecking, source-justified ordinary contract.",,not_applicable
alloc::collections::BinaryHeap::len,data_structure,skip,duplicate_existing_vstd_spec,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,issue tags or rationale identify an existing vstd assume_specification,false,duplicate_vstd_assume_specification,duplicate_vstd_assume_specification;duplicate_existing_vstd_spec,"BinaryHeap::len already has an assume_specification in vstd::std_specs::collections_extra with the intended semantic contract. Adding another specification is rejected as a duplicate, so no additional contract should be generated.",,not_applicable
alloc::collections::BinaryHeap::new,data_structure,skip,duplicate_existing_vstd_spec,final_issue_tags;final_rationale;requires_source_fidelity_classification;manifest_source_context,true,adequate_source_backed_skip,issue tags or rationale identify an existing vstd assume_specification,false,duplicate_vstd_assume_specification,duplicate_vstd_assume_specification;duplicate_existing_vstd_spec,vstd already provides an assume_specification for BinaryHeap::<T>::new with the source-justified postcondition that the resulting multiset view is empty. Adding another trusted contract is rejected as a duplicate and would be redundant.,,not_applicable
