target,ensures,classification,evidence_kind,rationale,source_reference,source_excerpt
core::str::trim,"result@ == ({
            let bounds = choose|bounds: (int, int)|
                0 <= bounds.0
                && bounds.0 <= bounds.1
                && bounds.1 <= s@.len()
                && (forall|i: int| 0 <= i < bounds.0 ==>
                    #[trigger] str_unicode_white_space(s@[i]))
                && (forall|i: int| bounds.1 <= i < s@.len() ==>
                    #[trigger] str_unicode_white_space(s@[i]))
                && (bounds.0 == bounds.1 || !str_unicode_white_space(s@[bounds.0]))
                && (bounds.0 == bounds.1 || !str_unicode_white_space(s@[bounds.1 - 1]));
            s@.subrange(bounds.0, bounds.1)
        })",source_justified,str_declaration_source_context,"core/src/str/mod.rs:2186 is the classified Rust declaration/source_context for `str::trim`; the accepted ensures clauses model only the documented UTF-8 byte/string view, boundary, trim, ASCII, or validation behavior exposed by that source operation.",core/src/str/mod.rs:2186,"2182:     #[must_use = ""this returns the trimmed string as a slice, \
2183:                   without modifying the original""]
2184:     #[stable(feature = ""rust1"", since = ""1.0.0"")]
2185:     #[rustc_diagnostic_item = ""str_trim""]
2186:     pub fn trim(&self) -> &str {
2187:         self.trim_matches(char::is_whitespace)
2188:     }
2189: 
2190:     /// Returns a string slice with leading whitespace removed.
2191:     ///
2192:     /// 'Whitespace' is defined according to the terms of the Unicode Derived
2193:     /// Core Property `White_Space`, which includes newlines.
2194:     ///"
core::str::trim_ascii,"result@ == ({
            let bounds = choose|bounds: (int, int)|
                0 <= bounds.0
                && bounds.0 <= bounds.1
                && bounds.1 <= s@.len()
                && (forall|i: int| 0 <= i < bounds.0 ==> (s@[i] == ' ' || s@[i] == '\t' || s@[i] == '\n' || s@[i] == '\x0c' || s@[i] == '\r'))
                && (forall|i: int| bounds.1 <= i < s@.len() ==> (s@[i] == ' ' || s@[i] == '\t' || s@[i] == '\n' || s@[i] == '\x0c' || s@[i] == '\r'))
                && (bounds.0 < bounds.1 ==> !(s@[bounds.0] == ' ' || s@[bounds.0] == '\t' || s@[bounds.0] == '\n' || s@[bounds.0] == '\x0c' || s@[bounds.0] == '\r'))
                && (bounds.0 < bounds.1 ==> !(s@[bounds.1 - 1] == ' ' || s@[bounds.1 - 1] == '\t' || s@[bounds.1 - 1] == '\n' || s@[bounds.1 - 1] == '\x0c' || s@[bounds.1 - 1] == '\r'));
            s@.subrange(bounds.0, bounds.1)
        })",source_justified,str_declaration_source_context,"core/src/str/mod.rs:3051 is the classified Rust declaration/source_context for `str::trim_ascii`; the accepted ensures clauses model only the documented UTF-8 byte/string view, boundary, trim, ASCII, or validation behavior exposed by that source operation.",core/src/str/mod.rs:3051,"3047:                   without modifying the original""]
3048:     #[stable(feature = ""byte_slice_trim_ascii"", since = ""1.80.0"")]
3049:     #[rustc_const_stable(feature = ""byte_slice_trim_ascii"", since = ""1.80.0"")]
3050:     #[inline]
3051:     pub const fn trim_ascii(&self) -> &str {
3052:         // SAFETY: Removing ASCII characters from a `&str` does not invalidate
3053:         // UTF-8.
3054:         unsafe { core::str::from_utf8_unchecked(self.as_bytes().trim_ascii()) }
3055:     }
3056: 
3057:     /// Returns an iterator that escapes each char in `self` with [`char::escape_debug`].
3058:     ///
3059:     /// Note: only extended grapheme codepoints that begin the string will be"
core::str::trim_ascii_end,"result@ == s@.subrange(0, result@.len() as int); result@.len() <= s@.len(); forall|i: int| result@.len() <= i < s@.len() ==> {
            let c = #[trigger] s@[i];
            c == ' ' || c == '\t' || c == '\n' || c == '\x0c' || c == '\r'
        }; result@.len() > 0 ==> {
            let c = result@[(result@.len() - 1) as int];
            !(c == ' ' || c == '\t' || c == '\n' || c == '\x0c' || c == '\r')
        }",source_justified,str_declaration_source_context,"core/src/str/mod.rs:3022 is the classified Rust declaration/source_context for `str::trim_ascii_end`; the accepted ensures clauses model only the documented UTF-8 byte/string view, boundary, trim, ASCII, or validation behavior exposed by that source operation.",core/src/str/mod.rs:3022,"3018:                   without modifying the original""]
3019:     #[stable(feature = ""byte_slice_trim_ascii"", since = ""1.80.0"")]
3020:     #[rustc_const_stable(feature = ""byte_slice_trim_ascii"", since = ""1.80.0"")]
3021:     #[inline]
3022:     pub const fn trim_ascii_end(&self) -> &str {
3023:         // SAFETY: Removing ASCII characters from a `&str` does not invalidate
3024:         // UTF-8.
3025:         unsafe { core::str::from_utf8_unchecked(self.as_bytes().trim_ascii_end()) }
3026:     }
3027: 
3028:     /// Returns a string slice with leading and trailing ASCII whitespace
3029:     /// removed.
3030:     ///"
core::str::trim_ascii_start,"result@ == ({
            let start = choose|start: int|
                0 <= start
                && start <= s@.len()
                && (forall|i: int| 0 <= i < start ==> (s@[i] == ' ' || s@[i] == '\t' || s@[i] == '\n' || s@[i] == '\x0c' || s@[i] == '\r'))
                && (start == s@.len() || !(s@[start] == ' ' || s@[start] == '\t' || s@[start] == '\n' || s@[start] == '\x0c' || s@[start] == '\r'));
            s@.subrange(start, s@.len() as int)
        })",source_justified,str_declaration_source_context,"core/src/str/mod.rs:2994 is the classified Rust declaration/source_context for `str::trim_ascii_start`; the accepted ensures clauses model only the documented UTF-8 byte/string view, boundary, trim, ASCII, or validation behavior exposed by that source operation.",core/src/str/mod.rs:2994,"2990:                   without modifying the original""]
2991:     #[stable(feature = ""byte_slice_trim_ascii"", since = ""1.80.0"")]
2992:     #[rustc_const_stable(feature = ""byte_slice_trim_ascii"", since = ""1.80.0"")]
2993:     #[inline]
2994:     pub const fn trim_ascii_start(&self) -> &str {
2995:         // SAFETY: Removing ASCII characters from a `&str` does not invalidate
2996:         // UTF-8.
2997:         unsafe { core::str::from_utf8_unchecked(self.as_bytes().trim_ascii_start()) }
2998:     }
2999: 
3000:     /// Returns a string slice with trailing ASCII whitespace removed.
3001:     ///
3002:     /// 'Whitespace' refers to the definition used by"
core::str::trim_end,"result@ == s@.subrange(0, result@.len() as int); result@.len() <= s@.len(); forall|i: int| result@.len() <= i < s@.len() ==> {
            let c = #[trigger] s@[i];
            str_unicode_white_space(c)
        }; result@.len() > 0 ==> {
            let c = result@[(result@.len() - 1) as int];
            !str_unicode_white_space(c)
        }",source_justified,str_declaration_source_context,"core/src/str/mod.rs:2264 is the classified Rust declaration/source_context for `str::trim_end`; the accepted ensures clauses model only the documented UTF-8 byte/string view, boundary, trim, ASCII, or validation behavior exposed by that source operation.",core/src/str/mod.rs:2264,"2260:     #[must_use = ""this returns the trimmed string as a new slice, \
2261:                   without modifying the original""]
2262:     #[stable(feature = ""trim_direction"", since = ""1.30.0"")]
2263:     #[rustc_diagnostic_item = ""str_trim_end""]
2264:     pub fn trim_end(&self) -> &str {
2265:         self.trim_end_matches(char::is_whitespace)
2266:     }
2267: 
2268:     /// Returns a string slice with leading whitespace removed.
2269:     ///
2270:     /// 'Whitespace' is defined according to the terms of the Unicode Derived
2271:     /// Core Property `White_Space`.
2272:     ///"
core::str::trim_left,"result@ == ({
            let start = choose|start: int|
                0 <= start
                && start <= s@.len()
                && (forall|i: int| 0 <= i < start ==>
                    #[trigger] str_unicode_white_space(s@[i]))
                && (start == s@.len() || !str_unicode_white_space(s@[start]));
            s@.subrange(start, s@.len() as int)
        })",source_justified,str_declaration_source_context,"core/src/str/mod.rs:2304 is the classified Rust declaration/source_context for `str::trim_left`; the accepted ensures clauses model only the documented UTF-8 byte/string view, boundary, trim, ASCII, or validation behavior exposed by that source operation.",core/src/str/mod.rs:2304,"2300:                   without modifying the original""]
2301:     #[inline]
2302:     #[stable(feature = ""rust1"", since = ""1.0.0"")]
2303:     #[deprecated(since = ""1.33.0"", note = ""superseded by `trim_start`"", suggestion = ""trim_start"")]
2304:     pub fn trim_left(&self) -> &str {
2305:         self.trim_start()
2306:     }
2307: 
2308:     /// Returns a string slice with trailing whitespace removed.
2309:     ///
2310:     /// 'Whitespace' is defined according to the terms of the Unicode Derived
2311:     /// Core Property `White_Space`.
2312:     ///"
core::str::trim_right,"result@.len() <= s@.len(); result@ == s@.take(result@.len() as int); forall|i: int| result@.len() <= i < s@.len() ==> (
            s@[i] == '\u{9}' || s@[i] == '\u{a}' || s@[i] == '\u{b}' || s@[i] == '\u{c}' || s@[i] == '\u{d}' ||
            s@[i] == '\u{20}' || s@[i] == '\u{85}' || s@[i] == '\u{a0}' || s@[i] == '\u{1680}' ||
            s@[i] == '\u{2000}' || s@[i] == '\u{2001}' || s@[i] == '\u{2002}' || s@[i] == '\u{2003}' ||
            s@[i] == '\u{2004}' || s@[i] == '\u{2005}' || s@[i] == '\u{2006}' || s@[i] == '\u{2007}' ||
            s@[i] == '\u{2008}' || s@[i] == '\u{2009}' || s@[i] == '\u{200a}' || s@[i] == '\u{2028}' ||
            s@[i] == '\u{2029}' || s@[i] == '\u{202f}' || s@[i] == '\u{205f}' || s@[i] == '\u{3000}'
        ); result@.len() == 0 || !(
            result@[result@.len() - 1] == '\u{9}' || result@[result@.len() - 1] == '\u{a}' ||
            result@[result@.len() - 1] == '\u{b}' || result@[result@.len() - 1] == '\u{c}' ||
            result@[result@.len() - 1] == '\u{d}' || result@[result@.len() - 1] == '\u{20}' ||
            result@[result@.len() - 1] == '\u{85}' || result@[result@.len() - 1] == '\u{a0}' ||
            result@[result@.len() - 1] == '\u{1680}' || result@[result@.len() - 1] == '\u{2000}' ||
            result@[result@.len() - 1] == '\u{2001}' || result@[result@.len() - 1] == '\u{2002}' ||
            result@[result@.len() - 1] == '\u{2003}' || result@[result@.len() - 1] == '\u{2004}' ||
            result@[result@.len() - 1] == '\u{2005}' || result@[result@.len() - 1] == '\u{2006}' ||
            result@[result@.len() - 1] == '\u{2007}' || result@[result@.len() - 1] == '\u{2008}' ||
            result@[result@.len() - 1] == '\u{2009}' || result@[result@.len() - 1] == '\u{200a}' ||
            result@[result@.len() - 1] == '\u{2028}' || result@[result@.len() - 1] == '\u{2029}' ||
            result@[result@.len() - 1] == '\u{202f}' || result@[result@.len() - 1] == '\u{205f}' ||
            result@[result@.len() - 1] == '\u{3000}'
        )",source_justified,str_declaration_source_context,"core/src/str/mod.rs:2344 is the classified Rust declaration/source_context for `str::trim_right`; the accepted ensures clauses model only the documented UTF-8 byte/string view, boundary, trim, ASCII, or validation behavior exposed by that source operation.",core/src/str/mod.rs:2344,"2340:                   without modifying the original""]
2341:     #[inline]
2342:     #[stable(feature = ""rust1"", since = ""1.0.0"")]
2343:     #[deprecated(since = ""1.33.0"", note = ""superseded by `trim_end`"", suggestion = ""trim_end"")]
2344:     pub fn trim_right(&self) -> &str {
2345:         self.trim_end()
2346:     }
2347: 
2348:     /// Returns a string slice with all prefixes and suffixes that match a
2349:     /// pattern repeatedly removed.
2350:     ///
2351:     /// The [pattern] can be a [`char`], a slice of [`char`]s, or a function
2352:     /// or closure that determines if a character matches."
core::str::trim_start,"result@ == ({
            let start = choose|start: int|
                0 <= start
                && start <= s@.len()
                && (forall|i: int| 0 <= i < start ==>
                    #[trigger] str_unicode_white_space(s@[i]))
                && (start == s@.len() || !str_unicode_white_space(s@[start]));
            s@.subrange(start, s@.len() as int)
        })",source_justified,str_declaration_source_context,"core/src/str/mod.rs:2225 is the classified Rust declaration/source_context for `str::trim_start`; the accepted ensures clauses model only the documented UTF-8 byte/string view, boundary, trim, ASCII, or validation behavior exposed by that source operation.",core/src/str/mod.rs:2225,"2221:     #[must_use = ""this returns the trimmed string as a new slice, \
2222:                   without modifying the original""]
2223:     #[stable(feature = ""trim_direction"", since = ""1.30.0"")]
2224:     #[rustc_diagnostic_item = ""str_trim_start""]
2225:     pub fn trim_start(&self) -> &str {
2226:         self.trim_start_matches(char::is_whitespace)
2227:     }
2228: 
2229:     /// Returns a string slice with trailing whitespace removed.
2230:     ///
2231:     /// 'Whitespace' is defined according to the terms of the Unicode Derived
2232:     /// Core Property `White_Space`, which includes newlines.
2233:     ///"
std::collections::HashMap::get_mut,"{
            let old_map = old(m)@;
            let selected_key = choose|key: Key|
                sets_borrowed_key_to_key(old_map.dom(), k, &key);
            &&& contains_borrowed_key(old_map, k) ==>
                sets_borrowed_key_to_key(old_map.dom(), k, &selected_key)
            &&& result is Some == contains_borrowed_key(old_map, k)
            &&& match result {
                Some(v) => {
                    &&& *v == old_map[selected_key]
                    &&& *final(v) == *v
                    &&& final(m)@ == old_map
                },
                None => {
                    &&& !contains_borrowed_key(old_map, k)
                    &&& final(m)@ == old_map
                },
            }
        }",source_justified,exact_map_get_mut_source_gate,std/src/collections/hash/map.rs:1297 documents borrowed-key lookup and implements the mutable-reference return through the underlying map search; the ensures clauses model the selected old semantic value and unchanged map view without pointer/provenance claims.,std/src/collections/hash/map.rs:1297,"1252:     /// The key may be any borrowed form of the map's key type, but
1253:     /// [`Hash`] and [`Eq`] on the borrowed form *must* match those for
1271:         K: Borrow<Q>,
1272:         Q: Hash + Eq,
1277:     /// Returns a mutable reference to the value corresponding to the key.
1279:     /// The key may be any borrowed form of the map's key type, but
1280:     /// [`Hash`] and [`Eq`] on the borrowed form *must* match those for
1297:     pub fn get_mut<Q: ?Sized>(&mut self, k: &Q) -> Option<&mut V>
1299:         K: Borrow<Q>,
1300:         Q: Hash + Eq,
1302:         self.base.get_mut(k)"
std::collections::HashMap::remove_entry,"{
            let old_map = old(m)@;
            let removed_key = choose|key: Key|
                sets_borrowed_key_to_key(old_map.dom(), k, &key);
            &&& contains_borrowed_key(old_map, k) ==>
                sets_borrowed_key_to_key(old_map.dom(), k, &removed_key)
            &&& result == if contains_borrowed_key(old_map, k) {
                Some((removed_key, old_map[removed_key]))
            } else {
                None
            }
            &&& final(m)@ == if contains_borrowed_key(old_map, k) {
                old_map.remove(removed_key)
            } else {
                old_map
            }
        }",source_justified,hashmap_remove_entry_source_context,"std/src/collections/hash/map.rs:1420 documents borrowed-key Hash/Eq compatibility, returns the stored key/value pair, and delegates to `self.base.remove_entry(k)`; the ensures clauses model exactly that source-backed removal and optional returned pair.",std/src/collections/hash/map.rs:1420,"1375:     /// [`Hash`] and [`Eq`] on the borrowed form *must* match those for
1393:         K: Borrow<Q>,
1394:         Q: Hash + Eq,
1399:     /// Removes a key from the map, returning the stored key and value if the
1402:     /// The key may be any borrowed form of the map's key type, but
1403:     /// [`Hash`] and [`Eq`] on the borrowed form *must* match those for
1420:     pub fn remove_entry<Q: ?Sized>(&mut self, k: &Q) -> Option<(K, V)>
1422:         K: Borrow<Q>,
1423:         Q: Hash + Eq,
1425:         self.base.remove_entry(k)"
std::collections::HashSet::is_disjoint,result == m@.disjoint(other@),source_justified,hashset_declaration_source_context,std/src/collections/hash/set.rs:955 is the classified Rust declaration/source_context for `HashSet::is_disjoint` and contains the Eq/Hash-backed set operation used by the implementation; the accepted ensures clauses model only the observable semantic set relation/update.,std/src/collections/hash/set.rs:955,"951:     /// b.insert(1);
952:     /// assert_eq!(a.is_disjoint(&b), false);
953:     /// ```
954:     #[stable(feature = ""rust1"", since = ""1.0.0"")]
955:     pub fn is_disjoint(&self, other: &HashSet<T, S, A>) -> bool {
956:         if self.len() <= other.len() {
957:             self.iter().all(|v| !other.contains(v))
958:         } else {
959:             other.iter().all(|v| !self.contains(v))
960:         }
961:     }
962: 
963:     /// Returns `true` if the set is a subset of another,"
std::collections::HashSet::is_subset,result == m@.subset_of(other@),source_justified,hashset_declaration_source_context,std/src/collections/hash/set.rs:981 is the classified Rust declaration/source_context for `HashSet::is_subset` and contains the Eq/Hash-backed set operation used by the implementation; the accepted ensures clauses model only the observable semantic set relation/update.,std/src/collections/hash/set.rs:981,"977:     /// set.insert(4);
978:     /// assert_eq!(set.is_subset(&sup), false);
979:     /// ```
980:     #[stable(feature = ""rust1"", since = ""1.0.0"")]
981:     pub fn is_subset(&self, other: &HashSet<T, S, A>) -> bool {
982:         if self.len() <= other.len() { self.iter().all(|v| other.contains(v)) } else { false }
983:     }
984: 
985:     /// Returns `true` if the set is a superset of another,
986:     /// i.e., `self` contains at least all the values in `other`.
987:     ///
988:     /// # Examples
989:     ///"
std::collections::HashSet::is_superset,result == other@.subset_of(m@),source_justified,hashset_declaration_source_context,std/src/collections/hash/set.rs:1007 is the classified Rust declaration/source_context for `HashSet::is_superset` and contains the Eq/Hash-backed set operation used by the implementation; the accepted ensures clauses model only the observable semantic set relation/update.,std/src/collections/hash/set.rs:1007,"1003:     /// assert_eq!(set.is_superset(&sub), true);
1004:     /// ```
1005:     #[inline]
1006:     #[stable(feature = ""rust1"", since = ""1.0.0"")]
1007:     pub fn is_superset(&self, other: &HashSet<T, S, A>) -> bool {
1008:         other.is_subset(self)
1009:     }
1010: 
1011:     /// Adds a value to the set.
1012:     ///
1013:     /// Returns whether the value was newly inserted. That is:
1014:     ///
1015:     /// - If the set did not previously contain this value, `true` is returned."
std::collections::HashSet::replace,"match result {
            Some(replaced) => {
                &&& sets_borrowed_key_to_key(old(m)@, &value, &replaced)
                &&& final(m)@ == old(m)@.remove(replaced).insert(value)
            },
            None => {
                &&& !set_contains_borrowed_key(old(m)@, &value)
                &&& final(m)@ == old(m)@.insert(value)
            },
        }",source_justified,exact_hashset_replace_source_gate,std/src/collections/hash/set.rs:1056 documents replacing an equal existing value and delegates to `self.base.replace(value)`; the ensures clauses model the source-backed semantic set update and returned replaced value.,std/src/collections/hash/set.rs:1056,"1052:     /// ```
1053:     #[inline]
1054:     #[stable(feature = ""set_recovery"", since = ""1.9.0"")]
1055:     #[rustc_confusables(""swap"")]
1056:     pub fn replace(&mut self, value: T) -> Option<T> {
1057:         self.base.replace(value)
1058:     }
1059: 
1060:     /// Removes a value from the set. Returns whether the value was
1061:     /// present in the set.
1062:     ///
1063:     /// The value may be any borrowed form of the set's value type, but
1064:     /// [`Hash`] and [`Eq`] on the borrowed form *must* match those for"
std::thread::Result::flatten,"match value {
            core::result::Result::Ok(inner) => result == inner,
            core::result::Result::Err(e) => result == core::result::Result::Err(e),
        }",source_justified,exact_thread_result_flatten_source_gate,core/src/result.rs:1855 is a public alias for core Result::flatten and the classified source_context contains the matching Ok/Err branch structure; the ensures clause models exactly that branch result.,core/src/result.rs:1855,"1851:     #[inline]
1852:     #[stable(feature = ""result_flattening"", since = ""1.89.0"")]
1853:     #[rustc_allow_const_fn_unstable(const_precise_live_drops)]
1854:     #[rustc_const_stable(feature = ""result_flattening"", since = ""1.89.0"")]
1855:     pub const fn flatten(self) -> Result<T, E> {
1856:         // FIXME(const-hack): could be written with `and_then`
1857:         match self {
1858:             Ok(inner) => inner,
1859:             Err(e) => Err(e),
1860:         }
1861:     }
1862: }
1863: "
